Isle Of Jura;Isle of Jura is suitable for the pre-pack, general ware and export markets thanks to excellent flavour.  Large tuber numbers allow high yield of 45x65mm ware.  It has medium dry matter and boils extremely well.  Good resistance to powdery scab, blackleg, gangrene, potato virus Yo and spraing.  tests show susceptibility to  Black dot, Dry rot <i> Fusarium coeruleum </i> and <i> Fusarium sulphureum </i>, late blight on foliage, Silver scurf.  Tests found susceptibility to potato cyst nematode <i> Globodera pallida </i> Pa2/3,1 and resistance to <i> Globodera rostochiensis </i> Ro1.  ;Navan x 81C117-13;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;Cream;-;Smooth;-;Maincrop;Medium;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Ivory Russet;Ivory Russet is a second early variety for the french fry market.  In trials it demonstrated resistance to dry rot (<i>F. coeruleum</i>), black dot, silver scurf, powdery scab and skin spot. The variety had susceptibility to dry rot (<i>F. sulphureum</i>), blackleg, tuber late blight, common scab, and bruising and splitting.;RZ 93-7105 x Innovator;1;-;-;-;-;-;-;NETHERLANDS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Russet;White;-;-;-;Second Early;Medium - tall;Red violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Jaerla;..;Sirtema x MPI 19268;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Cream;Light yellow;-;Medium;-;-;-;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Jazzy;Early maturity, high yielding firm cooking type with good taste and texture.  Testing was conducted in one year only for common scab and mop top (spraing), the rating based on this is a 6 for common scab and a 8 for mop top (spraing).;Franceline x Cupido;1;-;-;-;-;-;-;NETHERLANDS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Cream;Light yellow;-;Smooth;-;First Early;Medium;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Jelly;Tubers have good  resistance to bruising and splitting.Â Â Trials have found good resistance to dry rot (<I>Fusarium coeruleum</I>) and potato mop top (spraing).Â Â This variety has low resistance to dry rot (<I>Fusarium sulphureum</I>) and late blight on tubers..Â Â Tests for resistance to potato cyst nematode demonstrated resistance to <i>Globodera rostochiensis</i> Ro1  and susceptibility to <i>Globodera pallida</i> Pa 2/3, 1.;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Yellow;Medium yellow;-;-;-;Maincrop;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Jester;Tubers have some  resistance to splitting and good  resistance to bruising.&nbsp;null;null;-;-;-;-;-;-;null;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;null;null;-;null;-;null;null;null;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Joshua;Joshua is a late maincrop variety.Â Â This variety  is particularily suitable for crisping.Â Â Tubers have some  resistance to bruising and splitting.Â Â Trials have found good resistance to dry rot (<i>F. coeruleum and F. sulphureum</i>).Â This variety has low resistance to late blight on tubers, powdery scab and potato leafroll virus.Â Â Tests for resistance to potato cyst nematode demonstrated susceptibility to both <i>Globodera rostochiensis</i> Ro1  and <i>Globodera pallida</i> Pa 2/3, 1.;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;White;-;-;-;Maincrop;Tall - very tall;Blue violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Jubilee;;Kikko x 28 AG 05;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;Cream;-;-;-;Maincrop;Medium;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Juliette;Salad variety.;Nicola x Hansa;;-;-;-;-;-;-;FRANCE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Yellow;Medium yellow;-;Smooth;-;-;-;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Karlena;Karlena is an early variety producing a high yield of oval, cream-skinned tubers with a light yellow, floury flesh and medium depth of eyes.  Good for boiling and baking.;Adretta x III 69 121 55 N;1;-;-;-;-;-;-;GERMANY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Cream;Light yellow;-;Medium;-;Early Maincrop;Medium - tall;Red violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Kelly;Long term storage french fry variety suitable for organic production.;Crisba x INRA95T118.2;1;-;-;-;-;-;-;FRANCE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;-;-;-;-;Maincrop;-;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Kennebec;Kennebec is an early maincrop variety bred in USA.  It produces a moderate to high yield of large, oval, white-skinned tubers with a cream flesh.Tests show susceptibility to both potato cyst nematode <i> Globodera pallida </i> Pa2/3,1 and <i> Globodera rostochiensis </i> Ro1. ;B127 x USDA X96 56;1;-;-;-;-;-;-;UNITED STATES;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Cream;Cream;-;Smooth;-;Early Maincrop;Medium;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Kerr's Pink;Suitable for pre-pack and general ware. Short oval, pink tubers with cream flesh. Late foliage maturity. Moderate yields. Medium dry matter.  Tests show susceptibility to skin spot and both potato cyst nematode <i> Globodera rostochiensis </i> Ro1 and <i> Globodera pallida </i> Pa2/3,1.;Fortyfold x Smiths Early;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Red;Cream;-;Smooth;-;Maincrop;Very tall;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Kestrel;Kestrel gives good yields of very attractive, long oval, parti-coloured tubers which have good all round cooking quality. It has good chipping potential, particularly early in the season.;Solanum vernei x Cara;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Blue parti-coloured;Cream;-;Smooth;-;Second Early;Medium;Blue violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Kifli;Tubers have good  resistance to bruising and splitting.Â Â Trials have found good resistance to silver scurf, blackleg, potato virus Yo, and black dot .This variety has low resistance to potato leafroll virus and dry rot (<i>Fusarium sulphureum</i>).Â Â Tests for resistance to potato cyst nematode demonstrated resistance to  <i>Globodera rostochiensis</i> Ro1  and susceptibility to <i>Globodera pallida</i> Pa 2/3, 1. ;Kifli-267 x 84.13.6 ;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;Cream;-;-;-;Maincrop;Medium - tall;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Kikko;Very high yielding drought resistant variety.  Tubers are long to long-oval and have good skin finish.  Susceptibility to Blackleg.  It is resistant to potato cyst nematode <i> Globodera rostochiensis </i>  Ro1.  Suitable for boiling and steaming.;Slaney x C1992/42;1;-;-;-;-;-;-;IRELAND;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;Light yellow;-;Smooth;-;Maincrop;Medium - tall;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
King Edward;Late maincrop maturity producing moderate yields with high numbers of tubers per plant.  Good resistance to common scab, powdery scab, spraing, mild mosaic virus and slugs.  Moderately susceptible to drought, foliage blight, potato virus Yo, and susceptible to potato cyst nematode <i> Globodera rostochiensis </i> Ro1 and <i> Globodera pallida </i>.  Medium dry matter with good cooking quality, flavour and frying colour.;Magnum Bonam x Beauty of Hebron;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Red parti-coloured;Cream;-;Smooth;-;Maincrop;Tall;Red violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Kingsman;;Excalibur x Caesar;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;Medium yellow;-;-;-;Early Maincrop;Medium;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Kondor;Red skinned maincrop table potato, which is high yielding, high bulking and copes well with heat and drought stress. Mainly an export variety from the UK. Tests show susceptibility to silver scurf, Blackleg, potatos cyst nematode <i> Globodera rostochiensis </i> Ro1 and <i> Globodera pallida </i> Pa2/3,1 and Splitting.  ;KO61-333 x Wilja;1;-;-;-;-;-;-;NETHERLANDS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Red;Light yellow;-;Medium;-;Early Maincrop;Medium;Red violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
La Strada;Tubers have some resistance to splitting and bruising.Â Â Trials have found good resistance to dry rot (<i>F. sulphureum</i>), powdery scab, common scab and potato virus A.Â This variety has low resistance to potato leafroll virus and Potato virus Yn.Â Â Tests for resistance to potato cyst nematode demonstrated susceptibility to both <i>Globodera rostochiensis</i> Ro1  and <i>Globodera pallida</i> Pa 2/3, 1.;Cosmos x Osprey;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;White;-;-;-;Early Maincrop;Short - medium;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Lady Amarilla;Multipurpose variety for crisping and processing, with all year round quality.;Agria x Hermes;;-;-;-;-;-;-;NETHERLANDS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Yellow;Medium yellow;-;Smooth;-;Early Maincrop;Medium;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Lady Anna;Good shape and uniformity that suits the French fry sector with high yields. Testing was conducted in one year only for common scab and mop top (spraing), the rating based on this is a 7 for common scab and a 8 for mop top (spraing).;CMK1993-042-005 x Fontane;1;-;-;-;-;-;-;NETHERLANDS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Cream;Medium yellow;-;Smooth;-;Maincrop;Medium;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Lady Balfour;Lady Balfour is a very high yielding organic variety. Vigour is exceptional under low fertility conditions.  Dormancy is extremely long, allowing long term storage without the use of sprout suppressants. Susceptible to late Blackdot, dry rot <i> Fusarium sulphureum </i>, silver scurf, skin spot and potato leafroll virus.  resistance to late blight on tubers, powdery scab, blackleg and potato virus Yo.  ;8204 A4 x 15119 AC5;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Red parti-coloured;White;-;Medium;-;Maincrop;Very tall;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Lady Christl;Lady Christl is a high yielding variety of numerous uniform attractive tubers.  Excellent cooking qualities. Lady Christl shows good resistance to bruising, splitting, common scab and potato leafroll virus. It is susceptible to foliage blight and very susceptible to silver scurf and black dot.  Tests for resistance to potato cyst nematode demonstrated resistance to  <i>Globodera rostochiensis</i> Ro1  and susceptibility to <i>Globodera pallida</i> Pa 2/3, 1. Susceptible to Sencorex damage.;null;null;-;-;-;-;-;-;null;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;null;null;-;null;-;null;null;null;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;"WS733-391 x Mansour""";1;Meijer Potato;-;-;-;-;-;-;info@meijerpotato.com;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Light yellow;Shallow;-;Pink;-;Medium;Red violet;Absent;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Lady Claire;Lady Claire is a specialist crisping variety, with medium dry matters and very low, stable reducing sugars, ideally suited to long tem storage for late crisp production.  It will produce moderate to high yields of round uniform tubers with low outgrades, but requires careful management to achieve its full potential. Susceptible to Blackdot, late blight on foliage and common scab.  Resistance to Skin spot, potato leafroll virus and potato virus Yo.  Tests for resistance to potato cyst nematode demonstrated resistance to  <i>Globodera rostochiensis</i> Ro1  and some resistance to <i>Globodera pallida</i> Pa 2/3, 1.;Agria x KW 78-34-470;1;-;-;-;-;-;-;NETHERLANDS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Cream;Light yellow;-;Smooth;-;Maincrop;Medium;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Lady Jo;Lady Jo is a specialist crisping variety, with high dry matters and low reducing sugars, ideally suited for mid term production of quality crisps.  It has early to medium crop maturity, and will produce moderate to high yields of round uniform tubers with low outgrades. Susceptible to Blackleg, Shows resistance to Dry Rot <i> Fusarium coeruleum </i>.  Tests for resistance to potato cyst nematode demonstrated resistance to  <i>Globodera rostochiensis</i> Ro1  and susceptibility to <i>Globodera pallida</i> Pa 2/3, 1.;CMK1987.203.014 x VE74-45;1;-;-;-;-;-;-;NETHERLANDS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Maincrop;Medium - tall;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Lady Olympia;Lady Olympia, produces high numbers of long oval tubers with white skins with light yellow flesh.  It has low levels of outgrades with good all-round disease resistance and good resistance to bruising and damage.  Lady Olympia also possesses good long term storage potential, well suited to the processing sector.;Agria x KW78-34-470;1;-;-;-;-;-;-;NETHERLANDS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Cream;Medium yellow;-;Medium;-;Maincrop;Short - medium;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Lady Rosetta;Lady Rosetta is a specialist crisping variety, with high dry matters and low reducing sugars.  It has early crop maturity and is suitable to quality crisp production either fresh or from short term storage.  Moderate to high yields of uniform, round tubers with low outgrades, with good all-round disease resistance. Susceptible to Powdery scab, Bolackleg and potato cyst nematode <i> Globodera pallida </i> Pa2/3,1.  shows resistance to Splitting and resistant to potato cyst nematode <i> Globodera rostochiensis </i> Ro1.;Cardinal x SVP(VTN2)62.33.3;1;-;-;-;-;-;-;NETHERLANDS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Red;Light yellow;-;Medium;-;Early Maincrop;Medium;Red violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Lady Valora;Strong stable long term storage variety for the crisping market. Suitable for un-irrigated production, low reducing sugars giving a consistent factory product. Results for PVYO, PVYN and PVA are not from independent testing and were supplied by the agent.;Lady Claire x Charisma;1;-;-;-;-;-;-;NETHERLANDS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;Light yellow;-;-;-;Maincrop;Medium;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Lanorma;Tubers have some  resistance to splitting and good  resistance to bruising.Â Â Trials have found good resistance to common scab, skin spot, dry rot <i> Fusarium coeruleum </i> and silver scurf.Â Â This variety has low resistance to dry rot <i> Fusarium sulphureum </i> and late blight on tubers.Â Â Tests for resistance to potato cyst nematodes demonstrated resistance to  <i>Globodera rostochiensis</i> Ro1  and partial resistance to  <i>Globodera pallida</i> Pa 2/3, 1.;Bydand x Caesar;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;Light yellow;-;-;-;Early Maincrop;Medium - tall;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Leonata;Leonata is for the French fry market, the variety gives stable yields, under stress conditions and on all soil types. Has a high dry matter content, long oval tubers and is suitable for long term storage;null;null;-;-;-;-;-;-;null;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;null;null;-;null;-;null;null;null;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;"VR00-847 x RZD 95-1618""";;Stet Holland;-;-;-;-;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Cream;Shallow;-;-;-;Medium;-;Few;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Libertie;;Harmony x Divaa;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;White;-;-;-;Early Maincrop;-;Red violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Linda;;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;Medium yellow;-;-;-;Early Maincrop;Medium;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Linton;Tubers have some  resistance to splitting, common scab and dry rot (<i>Fusarium coeruleum</i>).Â Â Trials have found good resistance to blackleg.Â Â This variety has low resistance to potato virus Yo.Â Â Tests for resistance to potato cyst nematode demonstrated resistance to  <i>Globodera rostochiensis</i> Ro1  and susceptibility to <i>Globodera pallida</i> Pa 2/3, 1.;FL 1743 x Hermes ;1;-;-;-;-;-;-;UNITED STATES;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;Cream;-;-;-;Early Maincrop;Medium;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Lionheart;Lionheart is a maincrop  variety.Â Â This variety  is particularily suitable for french fries.Â Â Susceptible to Dry rot <i> Fusarium sulphureum </i>, late blight on tubers and foliage and potatro vius Yn. Resistance to Dry rot <i>Fusarium coeruleum </i>  and potato virus A.  Tests for resistance to potato cyst nematode demonstrated susceptibility to both <i>Globodera rostochiensis</i> Ro1  and <i>Globodera pallida</i> Pa 2/3, 1.;Symfonia x Victoria;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;Light yellow;-;-;-;Maincrop;Tall;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Lomond;..;Maris Peer x Vivaldi;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;Light yellow;-;-;-;Early Maincrop;Tall;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Lorimer;;98-HG-16.4 X Olympus;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;Cream;-;-;-;-;Short - medium;Blue violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Lulu;Tubers have some  resistance to splitting and excellent  resistance to bruising.Â Â Trials have found good resistance to late blight on tubers, powdery scab, common scab, blackleg and Potato Virus Yo. Â This variety has low resistance to dry rot (<i>Fusarium sulphureum</i>).Â Â Tests for resistance to potato cyst nematode demonstrated resistance to  <i>Globodera rostochiensis</i> Ro1  and susceptibility to <i>Globodera pallida</i> Pa 2/3, 1.;Harmony x Pink Fir Apple hybrid (5RE96);1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Red parti-coloured;White;-;Smooth;-;Second Early;Short;Red violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Madingley;Tubers have good  resistance to splitting.Â Â Trials have found good resistance to powdery scab, blackleg and potato leafroll virus.Â Â This variety has low resistance to dry rot (<i>Fusarium sulphureum</i>).Â Â Tests for resistance to potato cyst nematode demonstrated susceptibility to both <i>Globodera rostochiensis</i> Ro1  and <i>Globodera pallida</i> Pa 2/3, 1.;FL1625 x Hermes;1;-;-;-;-;-;-;UNITED STATES;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Yellow;Deep yellow;-;-;-;Second Early;Medium;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Majestic;An early maincrop variety bred by Archibald Findlay in Lincolnshire and first marketed in 1911. Majestic produces high yields of of long oval, white-skinned tubers with a white, waxy flesh. Eyes are moderately deep and tubers may be prone to growth cracking. Tests show susceptibility to late blight on foliage, Blackleg, potato virus Yo, potato cyst nematode <i> Globodera rostochiensis </i> Ro1 and <i> Globodera pallida </i> Pa2/3,1.  ;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;Cream;-;Smooth;-;Early Maincrop;Medium;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Malin;Beautiful potato suitable for the washing and pre-packing sector.  It responds well to irrigation.  For use in dishes where potatoes must be boiled or steamed. Shows resistance to Powdery scab and common scab.;Estima x Cara;1;-;-;-;-;-;-;IRELAND;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Red parti-coloured;Light yellow;-;Smooth;-;Early Maincrop;Short - medium;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Malou;General purpose variety, suitable as a pre-pack/baker.  Testing was conducted in one year only for common scab and mop top (spraing), the rating based on this is a 7 for common scab and a 7 for mop top (spraing).;Oasis x INRA 94T146.43;1;-;-;-;-;-;-;FRANCE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Yellow;Light yellow;-;Smooth;-;Early Maincrop;-;Red violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Manhattan;Tubers have poor resistance to splitting and good resistance to bruising.Â Â Trials have found good resistance to common scab, potato leafroll virus and potato virus A.Â Â This variety has low resistance to late blight on foliage and tubers and potato virus Yn and Yo.Â Â Tests for resistance to potato cyst nematode demonstrated resistance to  <i>Globodera rostochiensis</i> Ro1  and susceptibility to <i>Globodera pallida</i> Pa 2/3, 1.;Saxon x 94G165-021;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;Light yellow;-;-;-;Early Maincrop;Medium;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Manitou;Manitou is a high yielding red skinned table variety with light yellow flesh.  Manitou is suitable for baking, roasting, home fries and mashed potato.  Tests for potato cyst nematode have demonstrated resistance to <i>Globodera rostochiensis</i> Ro1 but susceptibility to <i>Globodera pallida</i> Pa 2/3, 1.  The variety has resistance to tuber late blight, potato mop top (spraing) and bruising.;Laura x Maranca;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Red;Light yellow;-;-;-;Maincrop;-;Violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Marfona;Second early table potato, tending to produce large baker fraction. Very popular early baker for numerous supermarket outlets. Tests show resistance to Dry rot <i> Fusarium sulphureum </i> and splitting.  Susceptible to potato cyst nematode <i> Globodera rostochiensis </i> Ro1 and <i> Globodera pallida </i> Pa2/3,1.  ;Primura x KO 51-123;1;-;-;-;-;-;-;NETHERLANDS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Cream;Light yellow;-;Medium;-;Second Early;Medium;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Maris Bard;First early maturity, high yielding and early bulking.  Good resistance to, gangrene, drought, damage and bruising.  Moderately susceptible to spraing, powdery scab and susceptible to potato cyst nematode <i> Globodera rostochiensis </i> Ro1 and <i> Globodera pallida </i> Pa2/3,1.  Medium dry matter with good boiling and frying quality.;Y15 139 x Ulster Prince;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Cream;White;-;Smooth;-;First Early;Medium;Red violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Maris Peer;Second early maturity producing moderate yields of very uniform sample.  Good resistance to powdery scab, gangrene, damage, bruising and skin spot.  Moderately susceptible to drought, potato virus Yo, spraing and slug damage.  Susceptible to potato cyst nematode <i> Globodera rostochiensis </i> Ro1 and <i> Globodera pallida </i> Pa2/3,1.  Medium/low dry matter, firm cooked texture, good boiling quality.;120/13 x Ulster Knight;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Cream;Cream;-;Smooth;-;Second Early;Medium;Red violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Maris Piper;Maincrop maturity with high yields and many tubers per plant.  Good resistance to gangrene and splitting.  Suitable for storage.  Moderately susceptible to common scab, powdery scab, potato virus Yo, Dry rot <i> Fusarium coeruleum </i> , <i>  Fusarium sulphureum </i> and slugs. Tests show this variety is susceptible to potato cyst nematode <i> Globodera pallida </i> Pa2/3,1 and resistant to <i> Globodera rostochiensis </i>.   Medium dry matter with good cooking and frying qualities.;(CPC 1673 x Ulster Knight) x (Arran Cairn x Herald);1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Cream;Cream;-;Medium;-;Maincrop;Tall;Red violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Maritiema;Trials have found good resistance to blackleg.Â Â This variety has low resistance to potato virus Yo , late blight on foliage and potato leafroll virus..Â Â Tests for resistance to potato cyst nematode demonstrated resistance to  <i>Globodera rostochiensis</i> Ro1.;AM 71-125 x Ve 709;1;-;-;-;-;-;-;NETHERLANDS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;Cream;-;-;-;Early Maincrop;Tall;Blue violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Markies;Exceptional fry quality, long-term storage with low reducing sugars, good dormancy. Very low requirement for nitrogen. High tolerance to drought stress. Late foliage maturity, but, early in setting tubers.  Resistance to dry rot <i> Fusarium coeruleum </i>, late blight on tubers, blackleg, Bruising, splitting.  Resistant to potato virus Yo and potato cyst nematode <i> Globodera rostochiensis </i> Ro1 and susceptible to <i> Globodera pallida </i> Pa2/3,1.  ;Agria x Fianna;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Cream;Light yellow;-;Medium;-;Maincrop;Tall - very tall;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
